age,income,credit_score,loan_amount,active_loans,app_usage_frequency,engagement_score,migrated,loan_status_Ongoing,loan_status_Paid
26,85739,380,30312,0,12,22,0,False,True
29,133440,674,31981,0,3,91,0,False,True
26,123187,362,49650,2,23,41,0,True,False
52,98369,803,5257,0,24,41,0,False,False
42,26893,748,16846,4,18,81,1,True,False
40,55573,727,23483,4,17,57,0,False,True
38,121907,726,27558,0,5,32,0,False,False
38,65874,720,44188,1,16,97,0,True,False
55,102362,621,14012,4,24,95,0,False,True
48,124956,465,34236,2,14,55,0,False,False
37,112460,760,39673,1,19,6,0,True,False
21,143580,758,46076,0,6,39,0,False,True
20,58367,488,49402,3,3,9,0,False,False
24,46199,763,29931,4,6,32,0,True,False
39,141600,678,33076,3,12,36,0,False,False
30,116404,301,15801,2,20,16,0,False,False
61,99328,663,10628,1,11,12,0,False,False
21,82724,371,9728,3,7,41,0,False,True
22,111133,726,18335,2,27,67,0,True,False
42,61405,469,44773,3,26,58,0,False,False
31,123232,504,29570,3,1,91,0,False,False
39,133659,636,23459,2,16,91,0,False,False
24,40989,771,41658,4,16,9,0,False,True
56,53931,494,8077,3,17,17,0,False,False
57,34290,574,2971,2,15,5,0,False,True
49,63367,306,47336,3,21,26,0,False,True
28,146136,477,34959,4,9,85,0,False,False
53,104878,541,46588,2,5,1,0,False,False
63,115477,502,41533,3,20,1,0,False,True
54,104481,842,44022,0,8,35,0,False,True
41,101298,761,4046,4,29,9,0,False,False
63,55133,379,45518,3,21,87,0,False,True
43,137616,822,13703,1,1,38,0,False,True
36,130686,716,9043,2,7,4,0,False,False
29,52052,683,38676,3,11,52,0,False,False
49,132286,690,44395,4,20,19,0,True,False
42,110489,425,3804,4,26,5,0,False,False
51,65475,793,11176,1,21,92,0,False,False
36,107666,346,4936,1,13,48,0,False,False
36,121622,775,32174,3,22,87,0,True,False
33,82656,763,18096,0,13,63,0,False,True
28,29633,422,24232,4,7,38,1,False,False
59,42304,773,43641,0,11,52,0,False,False
21,132573,433,26909,0,18,87,0,True,False
64,122820,322,45158,3,1,46,0,True,False
44,71546,534,9366,2,12,82,0,True,False
58,32008,358,20589,2,3,93,0,False,True
28,73291,463,48382,2,26,92,0,True,False
41,52405,515,7506,1,28,9,0,False,True
62,142069,482,29842,4,1,50,0,False,False
23,61386,389,18458,1,4,74,0,False,False
45,115909,610,22831,4,6,66,0,False,False
48,45827,556,9783,4,5,77,0,True,False
64,58040,832,12170,4,29,38,0,False,False
53,85354,832,15609,3,11,27,0,True,False
42,103543,351,41090,2,20,20,0,False,True
56,43157,637,45942,1,23,62,0,False,False
30,122693,470,24035,1,13,74,0,False,True
25,60315,366,17208,3,11,16,0,True,False
37,60932,599,36178,4,27,79,0,True,False
40,46164,531,14636,2,6,13,0,False,False
61,39414,367,10039,0,19,20,0,False,False
55,39327,805,15990,0,25,24,0,True,False
60,138880,327,7441,3,15,50,0,False,False
57,25946,350,9685,2,21,7,0,False,False
53,39693,559,14778,0,13,87,0,False,True
36,52241,483,46959,0,10,88,0,True,False
56,140194,322,27862,1,1,29,0,False,True
44,120790,428,28273,2,13,5,0,False,False
57,40540,590,29413,0,6,35,0,False,True
31,97255,800,43500,1,21,65,0,True,False
42,89757,485,4956,2,26,82,0,False,True
61,66203,778,7553,4,24,70,0,False,True
41,50081,791,24253,2,20,87,0,False,False
40,86861,812,24915,3,12,74,0,True,False
46,36350,366,3365,1,17,7,0,False,False
50,80512,766,7668,4,27,44,0,False,False
25,81809,584,6000,1,18,72,0,True,False
46,126894,716,4675,1,24,13,0,False,True
59,122557,399,13907,0,26,94,0,False,False
53,67832,488,18336,2,8,82,0,False,True
31,53369,687,20684,1,29,78,0,True,False
64,56728,540,29311,1,14,75,0,False,False
26,42576,716,16136,3,5,38,0,False,True
29,54001,475,44923,3,22,13,0,False,True
64,108384,686,13219,3,2,54,0,False,False
36,25390,770,4247,1,27,44,0,True,False
45,112535,532,5415,4,28,97,0,False,True
40,70436,751,7472,2,25,13,0,True,False
47,36569,576,23380,1,22,25,0,False,False
21,38029,528,38616,0,28,24,0,False,True
62,47490,470,28280,4,25,29,0,False,True
20,70875,512,22859,4,11,70,0,False,True
55,148552,581,34805,2,26,18,0,True,False
45,125864,340,49402,4,3,92,0,False,True
48,30867,421,9262,2,22,5,0,False,True
40,105820,526,12066,4,26,18,0,False,False
30,124515,593,16554,2,16,63,0,False,True
59,34121,566,8008,3,21,37,0,True,False
30,26539,840,23315,3,16,71,0,False,False
55,116024,750,16263,4,9,55,0,False,False
58,42027,748,17238,4,13,73,0,False,True
59,99229,360,39410,2,10,99,0,False,False
54,33921,801,17489,2,17,12,0,False,True
53,75435,446,18153,1,25,52,0,False,False
43,147368,633,48299,3,21,57,0,True,False
41,35310,441,44152,1,17,46,0,False,True
24,88965,343,25283,1,10,44,0,True,False
52,147033,443,47429,0,8,24,0,False,True
55,136048,632,12687,2,7,9,0,True,False
39,121444,796,23998,0,14,12,0,True,False
38,94922,695,29887,0,22,9,0,False,False
54,122799,354,47172,1,18,22,0,False,True
62,118948,606,5355,0,21,17,0,False,False
36,107839,722,34701,2,19,33,0,True,False
64,37242,716,42534,1,18,47,0,False,True
62,142027,624,6906,2,14,88,0,True,False
53,137561,379,13572,4,10,15,0,True,False
28,33947,330,13279,0,1,93,0,True,False
45,137250,411,44491,1,9,96,0,True,False
21,96466,771,11611,3,18,33,0,False,False
28,128706,373,9261,2,13,93,0,True,False
28,145351,778,5474,0,27,15,0,False,False
59,149749,686,26878,2,17,27,0,True,False
36,86816,732,29390,2,23,98,0,False,True
20,73785,711,27925,4,25,61,0,True,False
44,144963,766,17638,2,22,68,0,True,False
62,25507,547,24471,4,16,82,0,False,True
59,91972,419,5787,4,24,85,0,False,True
61,52151,366,47343,4,11,48,0,True,False
44,36618,626,8862,0,23,8,0,True,False
58,99286,769,44724,2,9,6,0,False,False
54,41122,792,11663,2,7,63,0,False,True
22,32354,585,17120,4,29,84,0,False,True
56,134598,611,23740,2,22,2,0,False,False
63,55979,608,37510,2,1,22,0,True,False
63,111436,396,3035,4,9,21,0,True,False
49,104376,412,35735,3,10,6,0,False,True
57,77774,755,2852,3,16,96,0,False,False
53,127703,762,44315,4,21,70,0,True,False
31,30037,431,40386,0,29,13,0,False,True
38,53633,420,47627,2,18,1,0,True,False
56,49495,496,9303,2,14,22,0,True,False
63,89550,781,45118,3,28,24,0,True,False
36,106384,338,1164,4,11,64,0,False,True
29,61483,811,40726,0,24,41,0,False,False
31,138181,773,35905,4,29,94,0,False,False
35,98373,460,11215,3,4,22,0,True,False
43,59069,588,31694,3,19,61,0,False,False
38,32370,499,32253,2,13,12,0,True,False
27,144873,827,25230,1,1,90,0,False,True
50,141843,802,17925,0,21,4,0,False,True
40,96947,547,7033,0,19,83,0,False,True
36,64133,682,3665,1,15,80,0,True,False
42,121035,517,28025,3,20,12,0,False,False
56,120761,386,24533,4,15,33,0,False,True
35,138753,381,46897,0,25,21,0,True,False
25,25692,361,13125,1,11,73,0,False,False
27,53926,799,21998,2,23,72,0,False,False
44,124782,341,39957,2,27,84,0,False,False
37,129700,311,24057,3,5,74,0,True,False
44,98984,414,14708,0,24,96,0,True,False
31,68390,517,19072,4,22,92,1,True,False
34,74593,405,6095,0,10,74,0,False,True
45,100609,827,32495,2,18,72,0,True,False
60,125950,771,48177,0,7,52,0,False,True
64,30209,686,41351,2,1,47,0,False,True
45,31533,525,2637,1,3,97,0,False,True
51,111597,780,15670,1,28,59,0,True,False
29,32211,707,39734,2,1,47,0,False,True
35,34927,756,38438,4,17,56,0,True,False
26,102463,320,29658,4,15,13,0,True,False
36,142333,502,6203,0,5,44,0,False,True
42,49594,716,22518,2,22,35,0,False,True
45,99852,715,9669,3,16,29,0,False,True
40,102713,747,48736,4,12,56,0,True,False
41,101382,811,3366,4,19,5,0,True,False
26,32933,384,19910,1,14,67,0,False,True
33,128780,466,32087,4,3,53,0,False,True
34,137157,683,1366,4,19,60,0,False,False
26,65696,767,49415,4,1,6,0,False,True
28,90449,371,10907,2,21,48,0,False,False
27,92616,820,40374,2,1,80,0,False,False
42,31089,772,31289,1,26,35,0,True,False
48,81548,557,33780,0,10,18,0,True,False
37,51123,574,20623,4,3,11,0,False,False
50,32797,319,36085,0,13,51,0,False,False
49,75013,789,21426,2,6,23,0,False,True
58,33346,789,49197,4,11,47,0,False,False
54,110414,625,8485,0,6,75,0,False,True
37,58672,828,34024,0,3,59,0,True,False
61,42653,388,26469,3,16,57,0,False,True
58,74556,785,16903,2,9,93,0,True,False
36,148723,649,4212,1,8,56,0,False,False
33,133278,383,39943,1,27,27,0,False,False
50,51140,686,28799,3,3,73,0,False,False
43,26184,386,47339,0,5,35,0,False,True
54,148626,606,17087,3,21,55,0,True,False
63,59493,453,8446,3,14,9,0,True,False
64,69148,739,30281,2,5,18,0,True,False
53,49846,563,15877,4,19,44,0,True,False
22,136361,720,25723,0,5,21,0,True,False
56,47195,792,13943,1,21,56,0,False,True
62,30606,710,11306,1,20,48,0,True,False
59,28956,472,37784,3,20,1,0,False,False
45,41555,303,21455,3,2,27,0,True,False
42,115385,771,25491,3,25,45,0,False,False
63,43690,409,6912,0,7,63,0,False,True
58,83502,336,30974,3,1,58,0,False,True
34,149586,330,28371,3,21,40,0,False,False
23,73849,680,34210,4,18,63,0,True,False
48,51347,567,36712,0,10,38,0,False,True
41,123725,310,4936,2,6,29,0,False,True
44,128844,643,34166,2,7,40,0,False,True
32,116321,843,26727,4,12,19,0,True,False
37,74056,465,49464,1,18,88,0,False,False
52,88851,641,29368,2,11,56,0,False,False
35,123234,781,3995,0,22,44,0,True,False
64,106502,318,40097,1,29,65,0,False,True
61,121633,483,35984,3,19,87,0,True,False
63,106418,844,45291,0,25,13,0,True,False
21,95211,309,27563,1,4,30,0,False,False
54,66850,491,23150,2,19,49,0,True,False
61,103545,619,23061,3,13,75,0,True,False
53,52843,774,30178,3,27,63,0,False,True
49,87320,726,36336,0,19,71,0,False,True
32,54793,358,1160,3,2,35,0,False,False
32,64516,735,16648,1,28,11,0,False,True
37,129407,396,41835,4,9,49,0,True,False
51,42857,795,37672,2,8,40,0,True,False
51,44627,577,4573,0,21,21,0,True,False
54,86822,564,35593,4,14,47,0,False,False
58,109101,308,14786,4,29,3,0,False,True
48,116561,756,29500,0,9,30,0,True,False
48,77248,572,10815,1,13,88,0,False,True
63,80798,307,22966,2,18,67,0,False,True
35,118368,507,14794,0,6,62,0,False,True
63,69116,422,32423,4,23,37,0,False,True
29,100318,332,34944,4,22,97,0,False,False
49,129186,812,22302,0,3,22,0,False,False
44,112902,503,22264,4,10,31,0,False,False
58,53557,817,20604,0,10,46,0,True,False
39,96334,816,28835,0,10,76,0,True,False
24,100163,742,8820,2,9,45,0,True,False
20,131719,638,2499,0,12,14,0,False,False
49,148099,737,24814,4,24,12,0,False,True
22,103002,744,25089,3,8,63,0,False,False
64,67614,435,8626,2,24,91,0,True,False
33,37720,686,33746,4,9,77,0,True,False
49,82608,324,17137,4,17,88,0,False,True
23,132449,805,22260,2,8,38,0,False,False
37,127828,624,37476,2,18,47,0,False,True
56,97095,637,27283,4,20,54,0,False,False
44,130924,394,2769,3,17,55,0,True,False
20,109694,844,43278,1,28,48,0,False,True
34,121452,445,47994,4,6,73,0,False,True
28,112593,530,16634,2,10,72,0,False,False
34,60892,794,40499,0,1,15,0,False,False
43,131975,337,11965,0,28,71,0,False,False
23,102242,724,28566,2,21,88,0,True,False
31,141041,736,34143,2,25,16,0,False,False
56,102606,667,49285,1,1,88,0,True,False
56,148769,644,20420,2,9,43,0,False,False
62,143542,459,26236,0,20,7,0,False,False
25,131438,849,7218,3,3,43,0,True,False
58,25924,840,9495,2,24,28,0,False,False
43,76322,443,34853,1,6,66,0,True,False
30,51478,644,14073,3,7,98,0,True,False
32,96042,568,12371,1,9,60,0,False,False
53,71418,567,18594,3,5,3,0,False,False
44,87217,468,12226,2,29,1,0,False,True
26,125699,332,11046,0,16,31,0,False,False
23,115140,676,44809,3,2,56,0,False,True
27,105846,513,38117,4,3,87,0,False,False
39,98762,739,5965,1,3,84,0,True,False
48,36781,791,47260,3,20,80,0,True,False
64,30515,692,14336,1,26,46,0,False,True
29,142358,788,20843,0,23,32,0,False,False
62,61133,328,18373,1,28,81,0,False,True
53,107508,338,46452,1,10,18,0,False,False
45,122628,472,7654,4,22,68,0,False,False
60,101946,316,32280,1,3,35,0,True,False
22,110058,355,41110,3,15,23,1,False,True
25,34095,525,23407,1,14,79,0,True,False
24,113583,366,3358,2,23,13,0,True,False
24,45470,496,27583,1,4,78,0,True,False
42,68129,322,29706,2,10,14,0,False,True
28,33531,536,7360,1,11,37,0,False,False
54,62038,437,4743,1,11,5,0,False,False
39,112939,772,8159,3,8,22,0,False,True
61,67674,528,33151,2,23,28,0,False,False
54,119658,616,1518,2,23,4,0,False,True
37,107476,500,17652,4,9,50,0,False,True
36,54831,557,13925,1,8,29,0,False,False
43,82174,779,48578,1,12,37,0,True,False
22,36279,477,6475,3,17,35,0,False,True
51,63220,422,37953,4,23,20,0,False,True
54,85610,641,38929,4,15,35,0,False,True
57,77719,470,43348,3,19,99,0,False,True
32,149936,358,10886,2,28,84,0,False,False
44,78051,764,12465,0,20,2,0,False,False
28,97013,559,12221,3,6,58,0,False,True
23,81652,672,25395,2,5,18,0,True,False
33,90524,394,3335,4,8,94,0,False,False
56,107936,424,37442,3,18,56,0,True,False
53,31470,340,5576,0,21,64,0,True,False
30,92598,553,48740,1,21,93,0,False,True
60,66798,306,1500,3,15,52,0,False,False
22,149517,770,27675,0,3,22,0,False,True
47,78473,810,9083,0,14,93,0,False,True
48,44880,368,42062,3,26,60,0,True,False
28,125117,380,16720,2,15,10,0,True,False
22,69439,841,6543,3,13,84,0,True,False
44,145944,561,4276,4,21,80,0,False,True
53,39308,388,31635,0,20,6,0,False,True
31,116563,507,25180,0,27,81,0,False,True
61,121256,512,7613,1,21,6,0,False,True
28,60081,565,45497,0,26,86,0,False,True
34,100242,592,2327,1,9,82,0,False,True
59,75383,506,41540,0,23,96,0,False,True
44,34837,632,11666,0,17,28,0,False,True
24,129135,376,27255,3,19,42,0,False,False
30,77151,587,21130,3,25,74,0,False,False
53,143128,346,23068,4,4,41,0,False,False
43,61824,499,19946,2,20,63,0,False,False
34,58073,726,21547,4,10,22,0,False,True
57,137651,509,20701,0,22,92,0,False,True
27,122624,719,6769,4,3,79,0,True,False
24,118648,453,25883,3,19,29,0,True,False
45,51299,821,14663,0,9,71,0,False,False
37,124993,714,39686,0,29,34,0,True,False
25,83861,652,38323,4,5,96,0,False,False
56,55063,456,36162,1,14,2,0,False,True
32,94453,560,23852,2,7,26,0,False,True
47,146768,376,21388,4,21,75,0,True,False
24,148299,787,34434,4,6,89,0,False,True
32,93472,430,23102,2,24,19,0,False,True
36,127166,754,22536,0,8,20,0,False,False
59,39506,462,13355,0,2,33,0,True,False
64,119341,314,3234,1,27,81,0,False,True
51,104854,531,40103,4,25,94,0,True,False
48,138604,494,32147,2,26,82,0,False,True
22,51026,841,24659,4,28,96,0,False,False
59,52672,658,45271,3,28,4,0,False,True
53,63417,630,40127,4,28,32,0,True,False
59,77413,726,17560,4,14,19,0,True,False
46,149044,796,47644,3,22,3,0,False,False
32,90066,785,24088,3,7,92,0,False,True
64,84213,748,3928,2,3,61,0,False,False
52,75971,712,41385,0,20,38,0,True,False
25,52281,629,41382,1,22,6,0,False,False
43,138978,446,29184,3,23,56,0,False,True
38,53091,558,21099,0,6,40,0,False,True
35,75494,591,5274,2,21,81,0,False,False
59,128864,442,25970,4,14,69,0,True,False
47,138755,664,26744,2,12,83,0,True,False
52,43610,389,38739,2,18,42,0,False,False
60,26079,463,9389,3,12,99,0,False,True
32,120386,780,18352,1,7,86,0,False,True
62,71751,383,22148,3,5,88,0,False,True
64,111126,376,32828,4,12,74,1,False,True
44,80432,816,3504,3,9,2,0,True,False
61,55951,784,39774,4,29,28,0,False,True
55,105863,403,29743,3,11,17,0,False,False
46,103291,751,29894,1,4,70,0,False,False
57,84872,786,31995,0,14,69,0,False,False
26,32235,638,41711,1,26,39,0,False,False
24,107733,777,18748,3,12,7,0,False,True
62,87712,522,24100,2,18,32,0,True,False
64,46473,308,34691,0,7,4,0,False,True
50,92567,352,23981,2,23,21,0,True,False
42,131818,376,33708,1,1,32,0,False,True
61,132399,802,11246,0,27,82,0,True,False
29,149421,615,46243,3,13,97,0,False,False
51,104823,464,33486,2,16,14,0,False,False
62,129215,578,31340,3,5,70,0,True,False
49,134999,326,20338,4,19,75,0,True,False
58,57230,369,4086,0,25,46,0,True,False
50,109573,517,26535,2,9,20,0,False,False
37,117588,664,15860,1,23,93,0,False,False
55,93876,605,18013,1,28,58,0,False,True
21,65644,423,8407,1,9,99,0,True,False
33,73664,318,34542,1,12,80,0,True,False
32,70203,556,25935,2,18,48,0,True,False
48,91677,595,42477,4,27,7,0,False,False
31,50425,321,35111,1,26,40,0,True,False
58,148246,749,11161,1,24,59,0,True,False
21,109817,849,24581,1,26,36,0,False,False
51,132585,347,33277,4,10,44,0,True,False
32,110961,482,22400,0,26,31,0,False,True
46,125342,734,12419,1,29,42,0,False,False
60,122649,406,41565,1,17,44,0,False,False
36,94806,487,20283,1,19,43,0,False,False
59,67814,385,1934,0,24,43,0,False,True
50,95219,755,35754,1,11,47,0,False,False
53,74646,436,22380,0,16,6,0,False,False
43,64884,635,15016,0,8,93,0,False,False
64,120345,768,39233,3,26,91,0,False,False
54,125088,702,23695,3,24,66,0,False,True
25,143198,839,25952,1,27,86,0,True,False
38,94322,371,43734,2,15,9,0,True,False
49,46650,323,16721,3,28,11,0,False,False
26,119242,784,2505,3,11,80,1,False,True
29,34190,355,6363,2,7,77,0,False,False
60,63196,522,49708,4,2,18,0,True,False
51,64449,478,44614,1,19,25,0,True,False
53,64661,733,2010,4,9,97,0,False,True
47,54709,749,48692,4,18,74,0,True,False
34,135965,791,47250,0,13,58,0,False,False
49,105428,488,20861,0,23,30,0,False,True
56,100179,719,25125,1,1,1,0,True,False
48,34943,548,10369,2,19,63,0,False,False
41,68240,463,4857,0,13,97,0,False,True
23,70760,554,27671,3,14,79,0,False,False
39,46042,775,10864,1,17,29,0,True,False
51,146770,716,33490,4,22,66,0,False,False
55,68894,469,11120,1,20,75,0,False,True
23,31869,616,21223,0,1,53,0,False,False
46,86078,473,33150,2,5,98,0,True,False
36,81759,769,45138,4,20,19,0,False,True
31,130973,644,3553,2,14,66,0,False,True
41,69306,744,16489,1,27,84,0,True,False
36,133369,317,5389,2,26,52,0,False,False
29,80371,369,22950,2,27,31,0,False,False
20,45918,637,12089,1,26,60,0,True,False
41,53379,826,42999,4,18,68,0,False,True
45,145667,755,4051,2,13,93,0,True,False
37,133475,568,39090,2,23,30,0,False,True
33,115810,487,29805,1,12,13,0,False,True
48,108232,828,30442,3,15,15,0,False,False
31,27962,733,45557,2,24,20,0,True,False
55,38851,587,3555,0,4,34,0,False,True
54,142626,798,13767,4,9,92,0,False,False
31,70747,740,1458,2,3,20,0,True,False
26,77349,602,49469,1,29,50,0,True,False
48,95832,386,17066,0,22,89,0,False,True
30,81356,737,5721,1,11,27,0,False,True
52,39745,840,13446,2,15,30,0,False,True
25,30730,321,7304,0,16,56,0,True,False
34,38921,816,47333,4,7,84,0,False,True
51,123430,802,43967,4,7,65,0,True,False
30,96138,766,35688,4,22,99,0,False,False
42,108111,400,14227,3,9,55,0,True,False
45,44023,440,41462,1,17,24,0,False,True
53,70349,437,7298,2,13,25,0,True,False
53,106533,527,40397,0,9,53,0,False,True
48,108286,580,46487,1,29,76,0,False,False
23,66979,730,38914,2,9,11,0,False,True
36,47837,339,11306,3,20,94,0,False,True
54,39997,818,3589,2,29,60,0,False,True
32,129975,510,38078,1,28,77,0,False,True
60,113603,601,36009,2,12,47,0,False,True
58,70039,385,14601,0,21,25,0,False,True
34,45923,696,8711,3,19,25,0,False,False
48,33876,552,22364,0,23,17,0,False,False
48,85973,832,34706,3,15,12,0,True,False
30,27887,680,30610,3,18,52,0,False,True
51,88723,743,38069,2,8,11,0,True,False
21,67422,332,4970,0,25,10,0,False,False
33,127390,559,4999,3,6,81,0,False,False
39,76413,533,22034,3,25,60,0,False,True
41,127484,814,37176,2,6,54,0,False,True
30,27841,607,47575,1,3,80,0,True,False
46,149647,369,42730,1,26,63,0,False,False
22,53756,753,17632,4,3,20,0,True,False
36,96576,738,14385,4,2,5,0,True,False
63,143248,663,6950,3,5,41,1,True,False
47,35304,780,36694,1,29,63,0,False,True
48,55341,443,8975,3,20,56,0,False,False
40,29758,323,22314,0,12,32,0,True,False
35,42010,724,24398,1,6,27,0,False,False
56,85758,474,26277,1,16,68,0,False,False
39,56658,624,27761,1,5,48,0,True,False
25,74002,647,32533,4,6,7,0,True,False
38,128318,317,7966,2,4,46,0,False,True
24,26375,343,42901,2,14,78,0,False,False
22,124485,454,7587,4,29,88,0,True,False
20,47092,676,23880,4,3,18,0,True,False
57,25490,701,6091,4,17,38,0,False,False
34,28729,524,42753,2,5,65,1,True,False
53,30974,516,32130,3,22,17,0,False,False
54,143222,330,18061,4,21,90,1,True,False
44,110216,358,23293,3,21,86,0,False,False
43,108860,652,2561,3,28,82,0,True,False
31,121870,744,42412,0,6,38,0,True,False
37,46398,534,48553,2,20,92,0,False,True
34,59650,406,4656,3,28,85,0,False,False
63,46292,490,22618,2,4,63,0,False,True
35,126291,829,21530,2,27,97,0,True,False
46,128889,544,22872,0,13,94,0,False,False
27,28159,375,29330,2,8,42,0,False,False
44,123162,846,17139,3,11,8,0,True,False
36,87766,566,33977,1,24,30,0,True,False
48,119887,616,5983,3,28,64,0,True,False
27,127834,420,40909,3,19,9,0,True,False
34,42065,324,43886,2,23,97,0,False,False
46,46638,731,22329,3,5,57,0,False,True
26,26073,459,37734,1,5,59,0,False,False
22,71511,413,43837,2,28,93,0,False,False
48,109307,801,9818,4,29,95,0,False,False
63,125997,465,11918,3,3,67,0,False,False
43,132866,474,43418,3,2,75,0,True,False
22,54320,300,2250,0,29,5,0,False,True
39,94876,385,5758,4,3,95,0,False,False
34,59924,619,38131,4,15,84,0,False,False
44,106720,700,3163,1,7,4,0,False,True
49,65734,681,43583,4,3,8,0,True,False
33,93116,617,35621,0,15,42,0,False,False
26,65025,549,18137,1,11,35,0,True,False
36,119503,824,33103,4,16,13,0,False,False
63,27159,555,22832,1,13,5,0,False,False
39,73940,606,2868,4,2,40,0,False,True
55,104436,443,49336,4,20,19,0,False,True
28,101976,690,42862,4,12,82,0,True,False
57,39678,468,20728,3,21,97,0,False,False
41,86075,597,39006,4,29,4,0,True,False
21,72204,532,29029,3,7,59,0,False,True
43,37021,570,40857,2,1,18,0,False,True
27,31772,359,29183,0,14,24,0,False,True
30,92163,595,23785,1,24,93,0,False,True
32,134968,766,19940,1,10,31,0,False,True
36,98755,534,6280,2,3,58,0,True,False
27,48464,533,38012,4,11,28,0,True,False
40,76137,667,3164,0,22,9,0,False,True
37,55232,531,28188,2,20,45,0,False,False
49,86497,790,48917,2,21,90,0,False,False
37,133017,802,15088,1,26,49,0,False,False
50,99024,680,19405,3,28,2,0,False,False
57,125485,727,3821,3,15,6,1,False,False
51,134898,663,23516,4,6,29,0,False,True
30,76448,501,11473,4,18,26,0,True,False
64,130468,445,47454,2,13,28,0,False,True
44,109517,756,43530,4,15,7,0,False,False
52,25901,434,39737,3,3,34,0,False,False
57,112980,563,13178,0,15,56,0,True,False
60,132594,363,39936,1,24,10,0,False,True
27,108597,790,28018,3,24,57,0,True,False
30,27881,340,18097,4,1,47,0,False,False
41,54863,595,15096,1,10,86,0,False,False
43,136362,302,40971,1,24,27,0,True,False
60,30622,409,4545,2,27,39,0,False,False
36,147740,520,25798,4,18,22,0,False,True
31,26378,669,1863,2,26,19,0,False,False
51,108168,667,17148,1,26,9,0,False,False
34,118847,735,22009,2,29,19,0,False,True
35,96186,303,18809,4,8,2,1,False,False
41,70201,543,19688,3,12,92,0,True,False
47,145767,465,1653,0,26,61,0,True,False
39,132760,325,9129,3,5,59,0,False,False
52,84251,694,27418,1,1,86,0,False,True
29,97572,773,24118,3,8,70,0,False,True
59,64255,316,1443,2,28,71,0,True,False
51,88212,391,28041,4,5,70,0,False,False
52,75210,782,24843,3,17,33,0,False,True
21,141736,842,22053,3,15,78,0,False,True
52,47499,504,31848,4,4,65,0,True,False
52,127552,801,38874,2,13,25,0,True,False
60,76628,699,38204,0,17,70,0,False,True
32,86360,506,43240,3,13,28,0,True,False
49,29603,445,36807,1,25,18,0,False,True
52,118309,400,29213,2,26,63,0,False,False
32,110473,540,9291,2,2,91,0,True,False
45,37632,462,44046,3,24,49,0,True,False
41,55607,472,17285,4,4,66,0,False,False
58,116873,801,27886,3,25,40,0,False,True
21,90756,846,14944,3,2,85,0,False,True
57,71994,583,36505,4,12,87,0,True,False
58,88382,658,24340,1,19,66,0,False,True
45,95354,680,31025,4,18,80,0,False,True
34,81344,832,2607,3,10,4,0,False,False
53,78775,462,3953,0,5,34,0,False,False
61,32349,606,45941,4,11,5,0,False,False
63,96154,638,6933,1,1,98,0,True,False
59,52464,354,12386,4,28,22,0,False,False
30,67624,632,48989,4,3,20,0,False,False
22,146897,426,5682,2,17,47,0,False,True
25,62344,542,48621,2,26,77,0,False,False
28,108791,708,45052,3,15,34,0,True,False
25,49299,802,12154,3,14,44,0,False,False
28,72975,602,10047,4,24,6,0,True,False
58,26462,763,23993,0,15,56,0,False,True
50,145209,534,11338,3,16,29,0,False,True
51,106441,337,15323,4,28,97,0,False,False
60,115456,438,38693,4,4,53,0,False,True
31,106788,494,24634,4,19,1,0,False,False
27,131540,826,27292,4,24,59,0,False,True
27,65581,300,39551,4,29,48,0,True,False
47,125372,395,46111,2,25,7,0,False,True
39,96289,712,10917,1,8,86,0,False,False
26,130541,837,11145,1,6,32,0,False,False
30,39175,728,30717,4,16,78,0,False,False
39,146704,534,40491,3,3,61,0,True,False
35,31191,648,17905,0,8,57,0,False,True
23,108434,780,31273,4,29,51,0,False,False
25,109518,695,27234,0,5,88,0,True,False
41,105158,650,14349,2,5,19,0,True,False
45,91537,715,2002,1,12,27,0,True,False
22,140721,350,40034,2,25,63,0,False,True
60,72645,380,33573,3,1,60,0,False,True
61,133536,335,28803,3,7,61,0,False,True
33,48283,366,12330,4,24,61,0,True,False
30,148153,780,27504,3,11,87,0,False,True
37,111971,767,15980,3,10,45,0,False,False
31,117759,441,8017,2,3,21,0,True,False
42,84123,655,42353,0,8,44,0,False,True
31,127780,770,17011,1,1,93,0,True,False
32,55024,738,19001,3,8,1,0,True,False
44,74630,830,18044,3,23,95,0,False,True
64,55734,426,39292,2,20,91,0,True,False
38,25515,504,6250,1,11,44,0,False,True
55,135782,328,41280,2,7,62,0,False,True
64,91727,744,24289,0,26,61,0,False,True
27,122800,763,34087,2,27,91,0,True,False
48,134164,579,11416,1,16,79,0,True,False
51,71216,450,26159,1,7,89,0,False,True
63,96833,539,37368,3,13,79,0,True,False
37,83755,565,6279,0,10,83,0,False,True
25,52856,404,26157,4,29,50,0,False,False
37,139959,732,16494,3,28,75,0,True,False
38,98870,796,46166,2,17,41,0,True,False
41,49162,739,26574,2,3,33,0,False,False
56,31008,457,26333,1,7,87,0,False,False
51,32987,471,34050,1,11,12,0,False,False
60,87532,793,33263,1,13,2,0,False,True
22,121502,610,33539,4,5,21,0,False,True
47,28332,702,15030,4,25,14,0,False,False
29,91323,762,23721,3,23,34,0,False,True
54,63990,666,49070,4,19,79,0,True,False
48,34873,849,6166,1,15,85,0,False,False
34,107542,554,8121,3,1,64,0,True,False
52,110761,507,15677,3,5,23,0,False,True
26,61444,749,32241,0,13,85,0,False,False
31,60340,394,17373,4,10,50,0,False,True
